qtd_membros,duracao_dias,cartoes_previstos,story_points_previstos,tipo_dominio,complexidade_media,percentual_bugs,percentual_retrabalho,velocidade_passada,produtividade_estimada
3,11,22,-1.6415182249758078,3,1.8,0.09,0.04,64.86,-1.6580839304275803
5,13,38,-0.009489856385171387,2,4.0,0.1,0.08,39.12,-0.007427951903358899
3,16,37,-0.41749694853283054,1,2.9,0.2,0.15,35.31,1.1373818396537623
6,12,48,-0.6040144763717604,1,3.9,0.21,0.1,37.63,-1.2054847105096487
5,18,36,0.1653703259638254,0,3.3,0.24,0.2,60.3,0.23218339981789904
5,18,35,1.214531420057806,0,1.9,0.07,0.04,48.79,1.6698515101454467
4,18,37,-0.8837907681301552,1,1.5,0.18,0.09,67.9,-0.7262620070671327
7,10,47,-0.6506438583314929,2,2.7,0.14,0.15,55.9,-1.5249665128046592
3,12,40,-1.443343351646945,0,4.2,0.11,0.18,46.95,-1.2054847105096487
4,11,45,-1.256825823808015,3,2.3,0.24,0.05,54.77,-1.365225611657154
3,11,33,-1.3850566241972793,3,4.4,0.21,0.19,33.63,-1.0723672928867274
4,14,39,-0.10663440213461403,0,3.9,0.16,0.08,67.65,0.604912169162078
4,19,38,0.07988312570431585,0,3.0,0.19,0.15,58.2,0.9243939714570886
7,20,25,0.4373750540622648,0,2.8,0.25,0.18,65.66,-0.46002717182129055
6,13,27,0.14205563498395915,3,2.2,0.14,0.12,62.68,-0.3535332377229537
4,19,28,-0.8060751315306011,2,4.5,0.26,0.16,48.98,-0.5931445894442117
5,10,27,-1.1169376779288176,0,4.5,0.2,0.15,47.98,-1.5249665128046592
7,15,31,0.5733774181114845,1,2.4,0.24,0.06,59.94,-0.3269097541983695
3,11,43,-1.256825823808015,0,2.0,0.13,0.05,59.25,-0.7795089741163012
4,14,43,-1.1946533145283718,1,1.8,0.07,0.12,58.42,-1.258731677558817
7,17,33,0.9541840374492997,2,2.9,0.19,0.09,49.24,0.04581901514580953
5,12,31,-1.1169376779288176,3,1.8,0.04,0.14,52.03,-1.5249665128046592
5,15,32,-0.5340704034321617,3,2.7,0.16,0.17,30.45,-0.7262620070671327
4,10,38,-0.8837907681301552,1,1.7,0.07,0.14,36.32,-0.7262620070671327
3,17,46,-1.2917978602778144,0,3.1,0.12,0.1,32.48,-0.8593794246900538
5,19,35,-0.436925857682719,1,2.9,0.16,0.06,58.71,-0.5931445894442117
7,18,42,2.6134128788497804,0,2.6,0.13,0.19,57.87,1.6698515101454467
3,18,49,-0.39418225755296427,2,2.7,0.11,0.13,40.73,1.1906288067029307
4,19,27,0.07988312570431585,0,3.7,0.1,0.14,43.55,0.9243939714570886
5,21,28,0.5733774181114845,2,3.4,0.15,0.14,51.08,0.7912765538341675
5,12,28,-0.41749694853283054,2,1.6,0.23,0.11,33.75,-0.5665211059196275
4,16,41,-0.7905320042106903,2,2.9,0.1,0.15,49.08,-0.5665211059196275
3,20,38,-0.18435003873416816,0,3.9,0.16,0.11,59.84,1.6698515101454467
3,12,28,-1.0236789140093527,1,2.9,0.1,0.2,31.29,-0.24703930362461685
6,19,46,1.2611608020175384,0,3.3,0.15,0.09,38.56,0.9243939714570886
6,10,45,0.0487968710644942,2,2.1,0.12,0.17,44.86,-0.46002717182129055
7,18,45,0.6549788365410163,1,2.0,0.2,0.11,42.72,-0.24703930362461685
4,21,41,0.6549788365410163,2,1.6,0.04,0.1,35.06,1.9094628618667047
5,12,30,-0.18435003873416816,0,1.6,0.16,0.16,38.76,-0.24703930362461685
6,14,44,-0.32423818461336557,3,2.8,0.12,0.17,65.04,-0.886002908214638
6,16,26,1.0746432741786085,1,3.6,0.11,0.1,32.89,0.7114061032604149
7,12,31,0.9813845102591436,3,2.2,0.06,0.17,69.3,0.07244249867039375
5,12,46,-0.8837907681301552,1,3.5,0.23,0.19,64.37,-1.2054847105096487
4,11,25,-0.5729282217319388,0,2.2,0.09,0.06,65.83,-0.1937923365754484
7,15,29,0.1653703259638254,1,3.9,0.17,0.1,47.66,-0.7262620070671327
5,20,23,1.6031096030555765,3,1.9,0.15,0.08,30.11,2.202321180637131
5,21,23,1.3893916024068027,2,2.6,0.11,0.16,31.92,1.9094628618667047
7,21,31,0.5733774181114845,1,2.8,0.07,0.2,63.5,-0.3269097541983695
7,18,47,2.6134128788497804,1,1.7,0.18,0.11,40.83,1.6698515101454467
3,20,35,-0.8837907681301552,2,2.4,0.22,0.1,47.61,0.07244249867039375
3,17,27,-0.8954481136200884,3,4.0,0.17,0.16,69.44,0.04581901514580953
7,19,27,0.30137269001304506,3,2.2,0.14,0.1,52.79,-0.5931445894442117
6,12,49,-0.04446189285497074,0,2.6,0.19,0.13,38.88,-0.5665211059196275
6,21,40,2.6134128788497804,0,2.5,0.06,0.15,31.54,2.468556015882973
6,10,27,-0.41749694853283054,1,4.0,0.2,0.12,46.64,-0.9924968423129749
3,21,33,-0.0794339293247701,2,3.0,0.24,0.13,66.79,1.9094628618667047
6,10,32,-1.1169376779288176,1,2.0,0.15,0.15,65.46,-1.7912013480505014
6,15,27,0.5150906906618189,3,2.8,0.21,0.16,62.17,0.07244249867039375
5,18,41,-0.18435003873416816,1,4.1,0.24,0.16,68.59,-0.24703930362461685
5,17,37,0.6899508730108157,3,2.5,0.11,0.12,56.5,0.9510174549816728
3,21,37,-0.32423818461336557,1,1.7,0.05,0.03,47.19,1.350369707850436
3,17,21,-0.30092349363349935,0,3.4,0.22,0.15,56.93,1.4036166748996044
5,21,41,1.3893916024068027,1,2.5,0.18,0.17,67.11,1.9094628618667047
5,12,31,-0.6506438583314929,3,1.8,0.1,0.12,57.53,-0.886002908214638
4,19,27,0.3752025447826215,2,1.6,0.05,0.03,49.07,1.4302401584241886
3,15,21,-1.058650950479152,0,1.7,0.17,0.06,55.78,-0.3269097541983695
4,12,50,-1.3500845877274799,1,1.6,0.05,0.11,62.49,-1.5249665128046592
7,11,44,0.41017458125242084,0,3.0,0.21,0.18,58.34,-0.48665065534587476
3,20,32,-0.6506438583314929,1,2.5,0.06,0.15,54.48,0.604912169162078
7,10,31,-0.9226485864299323,2,3.4,0.1,0.08,46.95,-1.7912013480505014
5,20,43,0.0487968710644942,2,3.7,0.22,0.13,58.91,0.07244249867039375
5,11,33,-1.0003642230294865,2,2.0,0.07,0.18,30.74,-1.365225611657154
3,11,28,-1.6415182249758078,2,2.5,0.14,0.14,42.43,-1.6580839304275803
6,12,35,-0.8837907681301552,3,1.8,0.04,0.08,44.23,-1.5249665128046592
5,19,46,0.6705219638609271,2,2.7,0.18,0.18,64.76,0.9243939714570886
4,13,25,-1.272368951127926,0,4.1,0.09,0.16,69.87,-1.3918490951817382
4,11,44,-0.5729282217319388,1,2.6,0.16,0.06,31.18,-0.1937923365754484
5,19,34,0.6705219638609271,0,3.0,0.1,0.2,31.59,0.9243939714570886
4,11,25,-0.7439026222509578,3,3.0,0.23,0.11,61.46,-0.48665065534587476
7,10,38,-0.37863913023305346,1,3.3,0.24,0.08,64.6,-1.258731677558817
3,21,35,-0.32423818461336557,1,2.1,0.14,0.15,66.28,1.350369707850436
5,21,32,0.5733774181114845,3,3.4,0.24,0.18,50.56,0.7912765538341675
7,19,35,0.81818167340008,1,3.8,0.22,0.09,33.39,-0.08729840247711154
6,10,41,0.0487968710644942,2,2.6,0.11,0.19,54.42,-0.46002717182129055
5,19,40,1.0396712377088093,2,2.5,0.18,0.08,41.29,1.4302401584241886
6,12,36,-0.6040144763717604,1,3.2,0.24,0.2,50.46,-1.2054847105096487
3,15,21,-1.2335111328281487,0,2.5,0.1,0.12,44.27,-0.7262620070671327
4,11,24,-0.9148770227699768,3,3.1,0.11,0.13,59.88,-0.7795089741163012
7,16,34,2.0694034226529014,2,4.1,0.12,0.13,51.71,1.1373818396537623
5,17,22,0.029367961914605674,2,3.2,0.16,0.09,31.53,0.04581901514580953
7,15,35,0.5733774181114845,3,2.9,0.09,0.2,67.72,-0.3269097541983695
3,13,27,-1.2218537873382156,2,2.2,0.15,0.16,52.89,-0.6996385235425485
4,14,48,-0.32423818461336557,1,1.8,0.17,0.17,55.13,0.23218339981789904
5,15,47,-0.5340704034321617,2,3.1,0.24,0.08,60.47,-0.7262620070671327
6,12,48,-0.6040144763717604,2,2.2,0.06,0.18,36.55,-1.2054847105096487
4,12,30,-0.41749694853283054,0,3.3,0.13,0.19,62.59,0.07244249867039375
6,13,43,0.14205563498395915,0,2.8,0.15,0.09,63.96,-0.3535332377229537
7,20,46,1.5253939664560225,2,2.0,0.09,0.15,45.83,0.604912169162078
3,18,27,-0.39418225755296427,2,3.2,0.2,0.07,53.24,1.1906288067029307
5,19,31,1.0396712377088093,2,2.7,0.24,0.2,66.08,1.4302401584241886
6,11,44,-1.0003642230294865,1,3.1,0.24,0.2,35.1,-1.6580839304275803
6,17,50,1.2844754929974047,3,1.7,0.19,0.09,42.21,0.9510174549816728
7,15,42,0.5733774181114845,2,2.9,0.09,0.07,46.9,-0.3269097541983695
7,21,46,1.71579727612493,3,3.7,0.24,0.16,32.1,0.7912765538341675
4,16,25,-0.04446189285497074,3,3.4,0.16,0.16,54.32,0.7114061032604149
5,17,47,1.0202423285589206,3,2.5,0.19,0.07,69.07,1.4036166748996044
5,15,23,0.6316641455611501,2,3.7,0.18,0.19,54.52,0.8711470044079201
5,20,34,0.8259532370600354,3,4.2,0.2,0.19,37.81,1.1373818396537623
5,14,34,0.4373750540622648,3,1.8,0.15,0.13,67.5,0.604912169162078
5,15,26,0.34023050831282214,3,3.6,0.08,0.2,53.38,0.47179475153915695
7,10,21,0.4373750540622648,0,2.1,0.07,0.14,56.78,-0.46002717182129055
4,14,40,-0.9770495320496202,0,2.7,0.19,0.14,56.11,-0.886002908214638
3,21,30,-0.0794339293247701,3,3.1,0.22,0.15,36.61,1.9094628618667047
6,17,40,0.8881257463396787,3,3.9,0.15,0.21,35.46,0.49841823506374117
7,13,38,-0.5146414942822731,1,3.7,0.08,0.2,53.84,-1.3918490951817382
5,20,39,0.4373750540622648,2,1.9,0.17,0.05,62.42,0.604912169162078
7,11,23,0.41017458125242084,0,4.5,0.28,0.23,32.73,-0.48665065534587476
7,14,47,1.5253939664560225,0,3.8,0.27,0.2,55.68,0.604912169162078
6,13,24,0.7482376004604813,0,3.0,0.23,0.1,51.95,0.3386773339162359
3,15,38,-1.2335111328281487,3,3.5,0.24,0.19,59.77,-0.7262620070671327
3,21,28,-0.8138466951905565,3,3.9,0.27,0.19,67.36,0.23218339981789904
5,16,28,-0.10663440213461403,0,4.2,0.22,0.18,43.06,-0.14054536952627997
4,11,28,-0.9148770227699768,0,2.2,0.08,0.1,41.75,-0.7795089741163012
3,18,45,-1.2335111328281487,1,3.5,0.17,0.14,56.0,-0.7262620070671327
5,17,25,1.0202423285589206,2,1.9,0.07,0.05,46.73,1.4036166748996044
3,14,23,-1.1402523689086839,3,1.9,0.16,0.07,51.32,-0.513274138870459
4,14,29,-0.9770495320496202,0,3.1,0.1,0.08,49.08,-0.886002908214638
7,17,35,1.8790001129839937,3,3.0,0.23,0.07,34.16,0.9510174549816728
6,14,33,0.6549788365410163,1,3.7,0.11,0.11,63.08,0.23218339981789904
7,13,35,1.253389238357583,3,3.8,0.14,0.19,60.85,0.3386773339162359
7,11,45,-0.18823582056414587,0,4.4,0.2,0.23,65.48,-1.0723672928867274
5,11,50,-0.5729282217319388,0,4.4,0.22,0.15,30.62,-0.7795089741163012
7,19,45,2.3686086235611845,1,2.3,0.21,0.06,60.24,1.4302401584241886
3,13,30,-0.9187628045999546,0,4.1,0.1,0.23,67.59,-0.007427951903358899
6,21,24,2.6134128788497804,3,2.8,0.2,0.16,45.9,2.468556015882973
7,11,25,-0.18823582056414587,1,3.9,0.08,0.22,58.76,-1.0723672928867274
5,18,33,0.5150906906618189,2,3.3,0.15,0.08,60.12,0.7114061032604149
5,18,36,0.5150906906618189,3,3.9,0.1,0.19,45.28,0.7114061032604149
4,13,20,-0.8682476408102444,0,2.5,0.22,0.17,35.2,-0.6996385235425485
6,10,39,-0.18435003873416816,2,2.5,0.17,0.07,32.53,-0.7262620070671327
4,10,28,-1.0392220413292634,0,3.9,0.11,0.1,63.74,-0.9924968423129749
5,15,38,-0.5340704034321617,2,3.0,0.15,0.12,53.23,-0.7262620070671327
7,13,38,0.5461769453016405,2,3.9,0.23,0.1,47.43,-0.3535332377229537
7,19,33,1.8517996401741497,2,2.4,0.22,0.09,63.33,0.9243939714570886
5,17,35,0.6899508730108157,3,2.3,0.23,0.1,46.62,0.9510174549816728
6,14,42,-0.6506438583314929,1,3.6,0.19,0.2,37.44,-1.258731677558817
5,16,46,0.5150906906618189,1,1.9,0.15,0.1,46.14,0.7114061032604149
7,21,37,2.8582171341383757,1,3.1,0.25,0.11,37.09,1.9094628618667047
6,10,49,-0.41749694853283054,0,3.4,0.14,0.21,35.05,-0.9924968423129749
6,21,38,2.123804368272589,1,3.8,0.08,0.08,44.32,1.9094628618667047
4,21,24,0.9813845102591436,1,1.9,0.12,0.06,49.45,2.468556015882973
7,18,26,2.6134128788497804,0,3.9,0.21,0.1,45.66,1.6698515101454467
4,21,39,-0.6506438583314929,1,1.6,0.08,0.06,51.46,-0.3269097541983695
5,10,38,-0.9226485864299323,0,3.3,0.24,0.14,60.56,-1.258731677558817
3,14,30,-0.9770495320496202,2,2.5,0.22,0.18,52.58,-0.14054536952627997
6,14,39,0.9813845102591436,2,2.5,0.07,0.06,54.72,0.604912169162078
3,15,48,-1.058650950479152,3,3.8,0.09,0.16,58.93,-0.3269097541983695
4,10,39,-1.1946533145283718,0,3.3,0.15,0.18,52.4,-1.258731677558817
6,12,40,0.2353143989034241,2,4.0,0.12,0.12,56.61,-0.24703930362461685
5,10,49,-1.3112267694277029,3,1.5,0.15,0.17,50.26,-1.7912013480505014
5,14,45,-0.6506438583314929,2,3.0,0.23,0.09,47.09,-0.886002908214638
3,19,35,-1.1752244053784833,0,2.1,0.06,0.11,69.21,-0.5931445894442117
6,20,46,0.9813845102591436,1,3.4,0.22,0.09,30.41,0.604912169162078
4,13,28,-0.46412633049256297,3,1.6,0.04,0.09,34.02,-0.007427951903358899
7,11,22,0.41017458125242084,2,2.9,0.1,0.13,47.92,-0.48665065534587476
6,13,47,0.7482376004604813,2,3.9,0.08,0.08,64.29,0.3386773339162359
3,17,28,-0.8954481136200884,2,2.9,0.16,0.13,41.62,0.04581901514580953
5,14,29,0.4373750540622648,1,4.3,0.1,0.12,63.61,0.604912169162078
5,21,40,-0.24263676618383376,3,3.2,0.22,0.19,39.23,-0.3269097541983695
4,13,31,-0.46412633049256297,0,1.5,0.05,0.07,68.64,-0.007427951903358899
6,16,37,-0.04446189285497074,2,1.9,0.21,0.06,43.21,-0.5665211059196275
6,13,49,0.4451466177222202,3,3.9,0.23,0.11,59.21,-0.007427951903358899
6,12,23,-0.8837907681301552,0,3.8,0.09,0.09,68.47,-1.5249665128046592
7,15,47,1.797398694554462,0,2.5,0.17,0.19,40.32,0.8711470044079201
3,13,25,-1.5249447700764767,0,1.8,0.19,0.1,68.29,-1.3918490951817382
6,13,30,0.7482376004604813,1,3.0,0.19,0.19,50.25,0.3386773339162359
3,14,33,-0.8138466951905565,0,3.8,0.15,0.22,56.64,0.23218339981789904
6,12,50,-0.32423818461336557,3,3.8,0.27,0.17,60.76,-0.886002908214638
4,16,31,-0.29315192997354395,3,2.4,0.19,0.17,37.02,0.28543036686706746
4,17,38,0.09542625302422668,0,2.7,0.07,0.12,39.35,0.9510174549816728
4,13,46,-0.26206567533372227,2,2.8,0.16,0.17,67.67,0.3386773339162359
5,19,40,0.30137269001304506,1,4.2,0.22,0.22,54.78,0.41854778448998853
3,13,28,-1.070308295969085,3,3.2,0.25,0.12,50.97,-0.3535332377229537
7,11,39,0.7093797821607042,3,3.1,0.07,0.14,41.28,-0.1937923365754484
4,16,22,-1.0392220413292634,2,2.6,0.17,0.15,64.08,-0.9924968423129749
3,18,48,-0.8138466951905565,2,1.6,0.14,0.05,65.35,0.23218339981789904
3,18,40,-1.2335111328281487,3,3.4,0.24,0.18,55.55,-0.7262620070671327
3,21,41,0.1653703259638254,0,1.8,0.19,0.12,52.61,2.468556015882973
6,18,42,-0.18435003873416816,2,2.4,0.05,0.14,59.97,-0.7262620070671327
4,21,25,0.6549788365410163,1,1.9,0.11,0.17,41.01,1.9094628618667047
4,13,36,-0.6661869856514037,2,1.8,0.05,0.11,44.34,-0.3535332377229537
7,10,35,0.1653703259638254,3,4.3,0.28,0.18,52.36,-0.7262620070671327
3,13,21,-1.2218537873382156,0,3.6,0.19,0.14,49.08,-0.6996385235425485
3,20,27,-0.8837907681301552,3,2.2,0.08,0.07,57.53,0.07244249867039375
6,11,33,-0.23097942069390062,0,2.0,0.14,0.09,59.9,-0.7795089741163012
6,21,32,0.1653703259638254,0,3.3,0.11,0.14,30.8,-0.3269097541983695
6,20,31,0.9813845102591436,3,4.0,0.21,0.15,43.77,0.604912169162078
3,20,50,0.0487968710644942,2,2.4,0.12,0.17,34.01,2.202321180637131
7,16,49,1.6341958576953983,1,4.3,0.25,0.1,59.5,0.7114061032604149
4,15,38,0.0487968710644942,3,2.5,0.1,0.07,54.25,0.8711470044079201
7,13,43,-0.5146414942822731,0,1.5,0.2,0.07,58.66,-1.3918490951817382
5,21,45,1.3893916024068027,1,2.8,0.13,0.2,38.1,1.9094628618667047
3,19,29,-0.9537348410697539,1,3.2,0.23,0.15,55.03,-0.08729840247711154
7,11,28,0.7093797821607042,1,2.4,0.05,0.1,60.41,-0.1937923365754484
7,13,21,0.8997830918296118,3,1.9,0.16,0.18,68.21,-0.007427951903358899
6,16,46,0.328573162822889,2,2.1,0.15,0.17,33.77,-0.14054536952627997
3,19,34,-0.5107557124522955,0,2.5,0.08,0.09,59.06,0.9243939714570886
3,20,26,0.0487968710644942,3,1.7,0.1,0.15,67.64,2.202321180637131
3,14,48,-1.1402523689086839,0,2.1,0.15,0.11,57.34,-0.513274138870459
6,12,21,0.2353143989034241,2,4.3,0.28,0.09,68.88,-0.24703930362461685
5,21,25,0.1653703259638254,0,3.7,0.09,0.15,47.74,0.23218339981789904
3,11,46,-1.3850566241972793,2,3.9,0.15,0.15,64.36,-1.0723672928867274
5,20,25,1.6031096030555765,2,3.9,0.16,0.1,30.33,2.202321180637131
4,10,46,-1.1946533145283718,0,4.3,0.14,0.15,43.42,-1.258731677558817
6,19,34,0.81818167340008,3,1.7,0.18,0.16,57.41,0.41854778448998853
5,18,34,0.8648110553598125,2,3.0,0.08,0.16,60.37,1.1906288067029307
7,13,31,-0.16103534775430192,2,3.3,0.1,0.18,53.15,-1.0457438093621432
4,18,21,-0.8837907681301552,1,4.0,0.19,0.14,55.1,-0.7262620070671327
4,17,36,0.09542625302422668,1,3.0,0.19,0.15,44.02,0.9510174549816728
7,18,37,0.1653703259638254,1,3.3,0.12,0.15,58.43,-0.7262620070671327
5,16,46,0.8259532370600354,3,3.3,0.26,0.2,59.34,1.1373818396537623
4,18,50,-0.04446189285497074,1,2.7,0.14,0.13,45.25,0.7114061032604149
7,16,49,-0.10663440213461403,0,3.2,0.09,0.13,68.46,-0.9924968423129749
7,16,31,1.1989882927378952,2,1.6,0.14,0.03,67.81,0.28543036686706746
6,11,21,0.025482180084627968,3,4.0,0.25,0.2,44.71,-0.48665065534587476
7,19,38,0.30137269001304506,3,2.9,0.12,0.18,59.64,-0.5931445894442117
3,12,32,-1.3034552057677475,3,3.3,0.07,0.19,45.38,-0.886002908214638
4,18,48,0.2353143989034241,1,4.2,0.2,0.18,37.89,1.1906288067029307
6,19,23,-0.06777658383483698,3,4.2,0.11,0.22,30.11,-0.5931445894442117
6,18,37,0.6549788365410163,2,2.4,0.1,0.19,53.3,0.23218339981789904
5,11,40,-0.3592102210831649,0,1.8,0.16,0.04,48.9,-0.48665065534587476
6,18,29,1.494307711816201,0,3.2,0.21,0.1,34.06,1.1906288067029307
6,14,21,0.6549788365410163,3,4.4,0.21,0.18,37.17,0.23218339981789904
5,15,46,-0.24263676618383376,1,2.5,0.21,0.15,69.24,-0.3269097541983695
7,19,49,1.8517996401741497,3,1.7,0.04,0.08,35.89,0.9243939714570886
3,20,21,-0.6506438583314929,3,4.2,0.11,0.19,61.2,0.604912169162078
3,13,46,-1.070308295969085,1,3.2,0.13,0.14,35.57,-0.3535332377229537
7,13,47,0.1925707987736693,1,1.9,0.08,0.14,37.62,-0.6996385235425485
3,20,43,-1.1169376779288176,2,2.4,0.15,0.18,40.62,-0.46002717182129055
4,13,36,-0.46412633049256297,1,1.8,0.15,0.05,59.79,-0.007427951903358899
6,15,46,0.1653703259638254,0,4.3,0.17,0.22,35.97,-0.3269097541983695
6,14,21,-0.6506438583314929,3,3.2,0.11,0.14,51.43,-1.258731677558817
7,18,44,0.1653703259638254,3,3.2,0.22,0.1,30.8,-0.7262620070671327
3,21,39,0.1653703259638254,3,2.6,0.15,0.1,61.27,2.468556015882973
4,15,39,-0.18435003873416816,1,4.0,0.12,0.18,40.71,0.47179475153915695
6,13,27,-0.16103534775430192,3,4.2,0.23,0.17,52.36,-0.6996385235425485
4,21,32,0.9813845102591436,2,3.8,0.12,0.1,42.53,2.468556015882973
6,11,48,-0.48744102147242924,3,2.1,0.17,0.12,67.61,-1.0723672928867274
7,10,48,-0.10663440213461403,3,3.2,0.16,0.19,58.52,-0.9924968423129749
4,21,23,0.9813845102591436,1,2.7,0.14,0.2,49.91,2.468556015882973
6,11,38,-0.7439026222509578,1,2.5,0.21,0.06,55.56,-1.365225611657154
3,20,29,-0.6506438583314929,2,3.2,0.09,0.15,59.73,0.604912169162078
5,17,36,-0.6312149491816044,3,2.6,0.2,0.12,63.61,-0.8593794246900538
6,13,48,-0.7672173132308241,2,2.8,0.19,0.1,53.37,-1.3918490951817382
5,21,41,0.1653703259638254,0,2.1,0.06,0.13,38.92,0.23218339981789904
7,10,41,-0.6506438583314929,2,1.7,0.1,0.07,68.38,-1.5249665128046592
3,12,48,-1.1635670598885501,0,2.1,0.07,0.05,42.97,-0.5665211059196275
7,12,31,-0.6506438583314929,0,2.0,0.06,0.15,64.16,-1.5249665128046592
4,18,26,-0.8837907681301552,3,4.1,0.18,0.21,56.8,-0.7262620070671327
6,18,28,0.6549788365410163,3,3.8,0.27,0.18,47.69,0.23218339981789904
3,10,20,-1.5832314975261423,3,2.4,0.17,0.16,40.04,-1.5249665128046592
4,10,39,-0.8837907681301552,0,4.1,0.18,0.17,53.65,-0.7262620070671327
6,18,41,0.2353143989034241,1,2.2,0.05,0.05,35.23,-0.24703930362461685
3,16,41,-1.1635670598885501,0,2.9,0.08,0.19,66.97,-0.5665211059196275
7,12,31,0.9813845102591436,3,3.9,0.09,0.09,65.31,0.07244249867039375
7,15,26,0.9813845102591436,3,2.6,0.24,0.11,66.14,0.07244249867039375
7,13,27,-0.16103534775430192,1,4.2,0.21,0.15,39.14,-1.0457438093621432
4,15,26,-0.8837907681301552,1,3.3,0.18,0.1,45.55,-0.7262620070671327
3,10,22,-1.5832314975261423,1,3.0,0.19,0.11,37.1,-1.5249665128046592
3,13,25,-1.2218537873382156,0,4.0,0.13,0.09,69.81,-0.6996385235425485
6,21,45,1.6341958576953983,3,3.8,0.26,0.11,32.64,1.350369707850436
6,15,28,0.5150906906618189,3,3.6,0.18,0.21,62.34,0.07244249867039375
5,12,50,-1.1169376779288176,2,3.5,0.08,0.14,68.95,-1.5249665128046592
5,15,24,0.0487968710644942,3,3.5,0.18,0.19,44.95,0.07244249867039375
4,10,48,-1.1946533145283718,3,2.7,0.15,0.18,49.81,-1.258731677558817
4,17,32,-0.16880691141425733,0,2.2,0.07,0.14,42.17,0.49841823506374117
4,16,28,-0.04446189285497074,3,2.6,0.22,0.14,55.28,0.7114061032604149
7,15,23,0.9813845102591436,0,3.4,0.19,0.12,44.11,0.07244249867039375
5,10,22,-0.3397813119332764,1,4.5,0.21,0.24,57.29,-0.46002717182129055
7,13,43,0.1925707987736693,1,3.2,0.16,0.16,51.56,-0.6996385235425485
6,14,20,0.6549788365410163,3,4.3,0.16,0.19,38.15,0.23218339981789904
6,14,43,-0.6506438583314929,3,4.2,0.1,0.22,58.45,-1.258731677558817
3,14,50,-1.3034552057677475,0,3.4,0.24,0.1,49.52,-0.886002908214638
6,19,25,0.3752025447826215,0,2.8,0.24,0.18,39.28,-0.08729840247711154
5,20,24,1.214531420057806,0,3.9,0.23,0.1,51.49,1.6698515101454467
7,18,43,2.123804368272589,1,4.1,0.13,0.11,31.77,1.1906288067029307
4,17,36,-0.16880691141425733,3,4.2,0.26,0.09,37.29,0.49841823506374117
6,13,22,0.4451466177222202,2,3.0,0.21,0.18,68.02,-0.007427951903358899
7,18,46,0.6549788365410163,0,3.5,0.22,0.14,56.54,-0.24703930362461685
6,11,33,-1.0003642230294865,0,2.6,0.2,0.19,52.61,-1.6580839304275803
6,21,34,2.6134128788497804,2,2.7,0.19,0.15,49.22,2.468556015882973
3,16,46,-0.6040144763717604,0,1.9,0.1,0.06,39.29,0.7114061032604149
5,16,41,-0.728359494931047,0,3.9,0.1,0.21,69.9,-0.9924968423129749
5,17,30,1.0202423285589206,1,2.0,0.2,0.12,59.65,1.4036166748996044
3,19,50,-0.7322452767610247,1,3.6,0.14,0.1,64.13,0.41854778448998853
4,18,29,0.2353143989034241,0,3.9,0.22,0.08,51.49,1.1906288067029307
4,16,46,-0.7905320042106903,0,4.2,0.11,0.17,65.25,-0.5665211059196275
5,14,25,0.4373750540622648,0,4.1,0.08,0.17,55.23,0.604912169162078
4,12,23,-0.7905320042106903,1,2.6,0.1,0.11,69.49,-0.5665211059196275
6,19,38,2.1471190592524554,1,2.2,0.24,0.05,43.63,1.9360863453912889
6,11,27,-1.0003642230294865,2,3.2,0.25,0.13,67.07,-1.6580839304275803
3,18,36,-1.2335111328281487,2,2.5,0.09,0.18,56.39,-0.7262620070671327
6,10,27,-0.6506438583314929,1,4.2,0.25,0.09,56.87,-1.258731677558817
6,10,27,-0.6506438583314929,1,1.9,0.13,0.07,51.46,-1.258731677558817
6,10,37,-0.8837907681301552,1,4.3,0.09,0.09,40.03,-1.5249665128046592
6,15,27,1.214531420057806,0,2.5,0.18,0.16,61.7,0.8711470044079201
4,11,35,-1.256825823808015,0,3.2,0.19,0.09,39.76,-1.365225611657154
4,21,37,-0.6506438583314929,0,4.2,0.28,0.23,30.54,-0.3269097541983695
5,12,44,-0.6506438583314929,3,3.1,0.13,0.07,63.89,-0.886002908214638
7,16,27,2.0694034226529014,3,1.5,0.14,0.05,60.45,1.1373818396537623
5,17,34,-0.6312149491816044,2,3.2,0.12,0.21,57.95,-0.8593794246900538
7,14,41,1.5253939664560225,1,2.6,0.06,0.09,51.19,0.604912169162078
7,13,31,0.8997830918296118,0,4.3,0.16,0.15,64.76,-0.007427951903358899
4,16,34,-1.0392220413292634,2,1.9,0.14,0.08,63.68,-0.9924968423129749
4,11,25,-1.427800224327034,3,4.4,0.12,0.13,69.85,-1.6580839304275803
5,18,37,0.8648110553598125,3,1.6,0.17,0.11,39.63,1.1906288067029307
3,13,37,-1.3733992787073461,0,4.5,0.1,0.2,37.89,-1.0457438093621432
6,13,33,0.7482376004604813,2,2.4,0.15,0.1,34.6,0.3386773339162359
7,19,33,2.8854176069482196,3,3.1,0.23,0.1,33.63,1.9360863453912889
5,20,23,-0.3397813119332764,3,3.7,0.08,0.2,54.47,-0.46002717182129055
3,20,24,-0.8837907681301552,0,4.3,0.14,0.13,35.6,0.07244249867039375
6,12,25,-0.04446189285497074,2,3.9,0.16,0.17,44.71,-0.5665211059196275
3,18,48,-0.8138466951905565,1,3.0,0.18,0.13,45.61,0.23218339981789904
3,13,32,-0.7672173132308241,1,4.2,0.14,0.23,57.59,0.3386773339162359
